projectid,is_exciting,fully_funded
ff9e4897fd0adc017a03690014aee6be,f,f
ff9cd38ee8767b0919a019886c6bc1aa,f,t
ff9c09c0d514102863bb036360706947,t,t
ff9be5d4ecada4a2c0b3e93aa4cf7d14,f,f
ff9b7ac11fea942b29736028ee48ea32,f,t
ff9b45afe8879050088525766d248c60,f,t
ff9b2e9215ffaf598dd4045227ccd5e5,f,f
ff9af71cfc41d8f29f21705afd1ce159,f,t
ff9aadf92d7a94064ace9221a35c47da,f,f
ff9a16036c5d950508c2e84e55bfb4d6,f,f
ff986df25b23442df4c0b33fd735fc32,f,t
ff9682521fa000d529a987f55d5cfd53,f,t
ff9666a69406067c23bd9d999a46ad33,f,t
ff94ea0e967246a348dd2921512efaae,f,t
ff940727ba3d0fdc1dc4464564496400,f,t
ff9236d48b35294826a0f4a68f1f242d,t,t
ff922bf5da4a8e386ebbab5dc0925859,f,t
ff91c8950ef625de82a2ca2b58652220,f,t
ff91a633148f057c1a354d1e3969a291,f,f
ff90bceca287d310f2dc1e855b670c8c,f,t
ff8f48bee59c01559cbcf694a80c16e0,f,t
ff8eba850f3b30e5fb8da9ea630b2301,t,t
ff8cdfcfbd415291de9356580e000e7b,f,t
ff8c4002549556ed438c0815968c6555,f,t
ff8be2e7b1dd052f6dc1ab3cd60866cf,f,f
ff8af82489fd6ac43faea951fedb9902,f,t
ff89fc470a7163aeaa513336dcb005bb,f,t
ff884881396d4959e1b697dcaeebfcf7,f,t
ff882625c0a9e155e82d90bf7e1f531a,f,f
ff87ebf7ebdd35e9f61e7069ef492c83,f,t
ff86928a546f7487dff8044929a15956,f,t
ff8423ea61e31804868e7babb943978e,f,t
ff83ad3c07f9680c13bf15fe334c26fb,f,t
ff83a0048def9742a16283031c6761eb,f,t
ff8319e7e0cd430f70bd7dda7572f8f8,f,f
ff81e8d0e9d69ab88c5170a1b4939070,f,f
ff80f81fbd40d4fa160ee9cb06577882,f,f
ff7eabbbc598be339cd3dbbb276eb4b2,t,t
ff7e83777ac025bdc29ad4778189ff79,f,t
ff7e72ba9d70291b0a8be6fc80105b04,f,t
ff7e376f68f2a23cb2180080d372d4b9,f,f
ff7c1ce448502d74b24ef946d54ead08,f,t
ff7b53e6122b2746f67d6e611ff2a212,f,t
ff7b04c83f4b77fc5780e3655d84999a,f,t
ff7a7b5e7e5e31740ed29c4dd9b23f40,f,t
ff78b517b25bcf0ae5a78373b59daf4b,f,t
ff7881fc93b03c57652e0a5e8708711a,f,t
ff7626a3a90998c38d10d9924c5310b4,f,t
ff7587b9a363b29c3a6add4da4953da7,f,t
ff750e1e436e6f8f40645b58588e027a,f,t
ff74f73641e08274e9fd2f6917514e6b,f,t
ff74e59e4a85bf87dc2479add7a94cce,f,t
ff7414b7f972bb2bdefc3a2730985ff1,f,t
ff73e755a21edbb645db5d446385f77a,f,t
ff720ae68bdb9c47f1ef8cbd76e32012,f,t
ff71ac55d3024224bc15e0de43a3d3eb,f,t
ff701ac695eb60c0409a401936fc2298,f,f
ff6fa4022566674338c09b5d5077bc4b,f,t
ff6f2f4f569f985d9a93ccf89d7b6661,f,t
ff6f275fe32777b10fbeef0061aea8eb,f,t
ff6f27163d04d8c790703e4d44f40a86,f,f
ff6bfe2717eb841ae486ad926df38af7,f,f
ff6bf9b530f55e0ef88187f7e1709e05,f,t
ff6b6ab633a5f7bf845ff51f7cd2b33a,f,t
ff69ca6ae9ec1c1e2d483712107c5545,f,t
ff67f730712fa3f0d2d58a09f45aa879,f,t
ff66e3fa98be0bdf62e701f8462183b0,f,f
ff6414ead60cdbb28c8179c3a0b45cd1,f,f
ff62ed025767f4a68920342809bb1897,f,t
ff6099a6ad4b801f9a88cd6b7cc9f58d,f,t
ff5ff4c38854726eeca880639c613a84,f,t
ff5f8e05f2dab4d0195c955602be6513,f,t
ff5e803d4fb70d506dd59f578688611f,f,t
ff5cf40d21454d771e990581da0cde74,f,f
ff5cc9690d84220c737987570066553a,f,t
ff5c6bdd1b09b2f12b0d9d3254d8048c,f,f
ff5b73b470cc2795249dbb9c32077628,f,t
ff58d60246ad74590b4582658f2428aa,f,t
ff58b1e47acdf5b329b18a6bb145755d,f,t
ff58360f0290b552599beeb4e8555c81,f,t
ff5811abc74d1232a19407adeb6eca00,f,f
ff57ddf1d4f39f082ec852dee80501e8,f,t
ff573cee92213e1758ab6bfeacb5231c,f,t
ff55f59a30b4f14fda77dbf0655e2e50,f,t
ff55ba30da1bac877121cdcd966b8155,f,t
ff54fe9cb24921f4a61eeabab33def4f,f,t
ff54fc6c0b2c2ae18722f553f2978d3c,f,f
ff53c3c26a1f277733e7b54c2e6336d5,f,t
ff52c11597c3038361144f25f37df424,t,t
ff52584282dac79895ac8d71ea978ffc,f,t
ff51c8b375e1c37b36cfa47ed7b4636e,f,t
ff50b1b43dc31d88926d4ca0c32b4def,f,t
ff4f043ecb6361f9f4b5a39a40701075,f,t
ff4ec937b1829062c5f1a1b1479d1339,f,t
ff4b671391ded77f89d4e0787f36301f,f,f
ff4b2889d496422b2645389991202b7f,f,t
ff4aab3bff4da2d14d2699badcf20505,f,t
ff4a89b0240a5399cb71375c50217cd9,f,t
ff49c05ebefb74898bb08dedfa136608,f,t
ff49631c667be18231b9a48ee236e81f,f,t
ff48df6e4cdde5eadef87847bead9f1d,f,t
ff46cbab4531238ae4967d17f5e9e2f3,f,t
ff468ffbf0e6e6be6156724dbdf298ca,f,f
ff45ce140d9d8edb10f30ab40c973079,f,t
ff45113cdc1df62d07db2f59914272fe,f,t
ff431ce6e3841a1314adb9393f316a83,f,t
ff42e63ca67f6d22a192276bf02b2960,f,t
ff42ddabfd30510b7b9f292ba8a77f8c,f,t
ff4270575ade4ab9c8410215cc88bf91,f,t
ff411b5d675429ad81df5392f113823b,f,f
ff3fa4d82db6260c0a8f9c897b7ea832,f,t
ff3d22fe57f5792c28b49d7ed83b4bf4,f,t
ff3cf7c7e36a1a5f5ce622215833d91d,f,f
ff3cd415e1d6135fc3f949bc7c15e4fb,f,t
ff3ad54df2cc0a6a73a42d0078f39d55,f,t
ff3a9b23804569581feafc668f8634d2,f,f
ff3a39c28c1908e3fe8cff955038a555,f,t
ff39dce89448e4ea5ff2789447ccedff,f,t
ff39612548dd560c0221121259ab6dfa,f,t
ff395b0da29e41d74ec6dc53bf5496b3,f,f
ff38cb246f99d0ee70e3d4332d55237c,f,t
ff37c729acbb5b4ca92d00f9678ddb7b,f,t
ff37bd2db249bd332eeb683e0fcce2d2,f,t
ff3768d9bd953aaa9e3809d3d4bb48e7,f,f
ff36808c639622304eaec52c59247f54,f,t
ff363ec6af64b34fbd145f875e71aa0e,f,t
ff35d0ff4536ac6ef309374f14fb349c,f,t
ff35773729e86d408e37e4afcede73d7,f,t
ff353a4978fd640ea04b3d924c822ed2,f,t
ff3521859a92b524cbf305eca1018db5,f,t
ff337d8e50fb81bb77d204ab6dad6ee7,t,t
ff300c03e86abda69e62eb66c68044d8,f,t
ff2fee6848f5ee0326b0de46be429afb,f,t
ff2e5b7e78ab8e0185301e6d89551c39,f,f
ff2d903d1b19e729900b45dd23802318,f,t
ff2d6424b7a99c2e1bd68d83b7e3f591,f,t
ff2cebfd753ec956cc7068cd8c58ee7e,f,t
ff2c7150025ae40dbe23e5490cb4942a,f,t
ff2c35f9f348ff1e48cd7889d343096f,f,t
ff2c359059c29498d09bf72ed51105a6,f,f
ff2bcd07f4f22e4d9c42718f493f0cd5,f,t
ff2b4cdd49adb6b7dd2820154791fba5,f,t
ff2b149bff0fcdf9585681665144dcef,f,t
ff2ac5a4b0f46c36e383329ca4855ab2,f,t
ff2a12190cac921828e2cb69de09f8ec,f,f
ff285b250ba8135781996d1ec20cb8df,f,t
ff276987eb84aba1015fe06e65341d26,t,t
ff26d7b4509686774ec8a6acc6ec827d,f,f
ff260567f63357ee794a6b69668732c7,t,t
ff240555d65537684d71d88f4af39b3a,f,t
ff23e110dda94b97f45f4b501f16492e,f,t
ff22ef49d968a5b71df61a2fed6a2ed2,f,f
ff22d55ed70f7fe3003b6e372249f604,t,t
ff22394c3adbffe4fc305afb298f470a,f,f
ff21cf93ca2491b1132fa9cc16712e21,f,t
ff21cf3c46ebcf0696cef5f4a99d7243,f,f
ff2194dc177fe724e3f8d1c15dd3c83d,t,t
ff217ef4fb0a7c1e4199bf99740a01b5,f,t
ff20dbba966e277eceba6588461dd271,f,t
ff2086399b4d7a7695674752d2a1c8dd,f,t
ff1ffe5f16cf47108231877678890c10,f,t
ff1f4974cd7f9263f2be76167521be84,f,t
ff1f2d4470568a8773e89a18fb5023dd,f,t
ff1f2249611e95018f7a425d350de463,f,f
ff1e9feec28403c20d4003a8552b69d8,f,t
ff1d2a357b710021b63663dbccf586f2,f,t
ff1bf3a0bf6daaa7bd9b14e6ae8e3d77,f,t
ff1bd72bdba09507e79458992435c2d2,f,t
ff1bb270cf4a077ec9d77686dd91f813,f,t
ff1ad1d2d824cc1b382bba43e457a7a7,f,f
ff1a7c19847c2bc6f9ae285d84a08266,f,f
ff1a238bf414cfbaeb3e639844d3a181,f,t
ff199e3510bcb7cf39bff39b2b51f9fa,f,t
ff196796efeec5a0d7ae076ecea39abb,f,t
ff18d5a268ed87d49317853516a4a700,f,f
ff1428fbe5c011c59516614db5ecb84f,f,f
ff129b5f5d1733d88d80c932aca29325,f,t
ff11baa1df3305f8ce0a9f164ddee0f8,f,t
ff11a7d40997f33cf3340b37d5409671,f,t
ff1041efa3014e4671a551c9d78a6796,f,f
ff0e3b0b9176316e6a1c6baa6eb70d37,f,t
ff0ce10dcd2dd5b937e66b646374ba99,f,t
ff0bf759f08c9870592e75dcf994a97d,f,t
ff0b7f74c005123562a4e982982c3cf7,f,t
ff0b71bddfe539fa9f9fadc14e904e40,f,t
ff0a963f0421c9039ca6eb6ed212c42c,f,f
ff09463ecc917784288f571cfddfcee0,f,t
ff0913ae3cdef3948279bfd56ca36080,f,t
ff085c6f6761baeaaf0cadc0e224d50a,f,t
ff080189b00d5727218ec996899e4d12,f,t
ff06a21a93830dd54dd714582e9dd2be,f,t
ff0638094430298d329ae896271b96db,f,t
ff054912b4a3750acf484982bc8e8f64,f,t
ff05308802a3e87300680e7131a022c3,f,t
ff051e3f9b2beb9398af73358991874e,f,t
ff03227f46c812bba8ac93ff13be88ee,f,t
ff02bb49cedb682f76878503e588fa05,f,f
ff0269f88a5f9b98244ca588bb63e454,f,t
ff01a126eac177e346fa4ebc2b131a33,f,f
ff01401f1295eef0995ddcaf52e8050e,f,t
ff011b203aec32b147c7fcc9979503fd,f,t
ff00f65d4611e6a6b18422694ebab35c,f,t
ff00440f17ed359ff4cd178e7a3f2f2f,f,f
fefc948d8ceca2c260b04874a40f4c84,f,t
fefc2c193bd816c97658d18f1388b59c,f,t
fefacd5428330d179680241ee5d79d4f,f,t
fefa76fbd41c4cf12667c2a80dbd674b,f,t
fef67d667d085f17bbe0b9916d8fceaa,f,f
fef61247d99056319ffe4c945ce2b455,f,f
fef607ccdc2d31c601da572168aed57d,f,t
fef54c7fcd5c8048145d2a7d622c9df7,f,t
fef53ea1e8504a9ab6e5f4f3dc3c7b5d,f,t
fef4d9431fa94dd6a4129baafb4c3544,f,t
fef3f274f15a7c103513f2f83fe145fa,t,t
fef34bc8a69eb6b77132200ea691df22,f,t
fef1c803b9c18b64ff529ab0a0a24636,f,t
feefecab6a0b45113a2b714c351fb0f9,f,t
feeb91cca64a15d2b19e949a2a84fdde,f,t
feeb7bf55cb5bd4159e5d999caef4281,f,t
feeb7be9faa7ea368bd37f7aaa31ee1d,f,t
feeb5ce26ca90fae3899cde60c0c0eee,t,t
feeb00a9a8b2fcf8eb2c884b60d079be,f,t
fee9ae54726b02181d6ab44ca7b66672,f,t
fee777f2185b31c25c408ec42803d60e,f,t
fee73bfc17160214259ad77ca663b585,f,t
fee66e58176e2d1d584d9c433999f786,f,t
fee6273471c1db02fe59727401738481,f,t
fee5caa479e558bbe099685159448a0c,t,t
fee587d54189cba30e19369ce4a20a84,f,t
fee5484c17f692f64536e76a34720e96,f,t
fee53b777e7909ebd1bf48cbda1aa19b,f,t
fee50a54280c82d5479d8b4358002e10,f,f
fee3f82c9834bb1c9e1ed1fdced03b4a,f,f
fee2a68c0b7eca85f0482dd50f35a0e9,f,f
fee13eef210cf3275b89a1bdd1963fee,f,t
fee08dd7d0ce758dd94c63bf2bc71657,f,f
fedff2ee58bea56b0276440b88931677,f,t
fedf5d4435546526514ee2ca96d5b83e,f,t
fede0fd68ab052e6e1636d451a3ee43b,f,f
fedcd0066776043810f0ca1079f9d1aa,f,f
fedb127d55bb5f275aef56d3e8ab433f,f,f
fedabbcd312bc0ced04ceb1eee18f457,f,t
fedab712845e39f4d535cce8cd9a3f0d,f,t
fed86586b30e783717ae86d360c0b53e,t,t
fed85ed9ee45c171c049f87acab0359a,f,t
fed7f7e7227f2e24c45272c47a8f7b0d,f,t
fed7d2a4f56e7c7decf0d98c206b3022,f,t
fed6dd282fc9543369343d28fd5eeb64,f,t
fed6a0c6001485785c7c48bc7b5d5315,f,t
fed2f8f80dbc20f1b8a333898f5f10fc,f,t
fed2641e65eba59bca4eb6187321198f,f,t
fed1fcc4caaedcc732f2b28abf4e17a0,f,t
fed13771a4dca14bd5694ba3600917d1,f,t
fed083369215dd6877aea639aae2a099,f,t
fecebfffc84ae753fb7e33788b4eef28,f,t
feceb2b2d927dea2ddb87d7a05497566,f,t
fecde06b85c185c7f007c0177cd6414b,f,t
fecd19549f80c2328fb33e4df5c3650f,f,t
fec99bd0bfffc71c3037c4d4f60dbaa3,f,t
fec8725c7ce80e194f6d573aff2a1c7b,f,t
fec76192b4f0f4ff03ff15e539bd1207,f,t
fec2cb1a03a8ad6ae3736b2a1184f2a9,f,t
fec242fe03641fe5738701e6d3af8136,f,t
fec081b921f1b5cf70c0b7ee6b611432,t,t
febd11689939b2b2051d757233b606db,f,t
febc20dbf7444a1492468d93302c4252,f,t
febba60c141e2156abec6ae154ef89ea,f,t
febb7fa8330baedd7844814baaf5c29c,f,f
feb84107d476fa3db529370d899aa226,f,f
feb80f7bbf62d49454374b98e438b308,f,t
feb7ed20280036e8c8a40f51195884cb,f,t
feb7d7264fe571853df1c6486a04823d,f,f
feb1f5cfd0edd3e73bae5b38405a571b,f,f
feb1cde0b2291a45041fb1b6398f2f85,f,t
feb19e268fec05c177c711f17215e269,t,t
feb11bf770120d844a47b968ab17909a,f,f
feb02009505a352d906b740c9bd9b801,f,t
feb013f80dc0d694baa4b2c3f4276a01,f,t
feaf4722ec7f4cf5a0ea0f763c83d80c,f,t
feaf15ee3df1c122c27b1bad6e7eb90c,f,t
feaf12a915aab0c26a5a965b6baed9dc,f,t
feaefe872bd0e105cd4608096558aece,f,t
feaefcbccee889832f0fda35df9066e9,f,t
feadd0d200042337897b4107fe1ad26f,f,t
feacd24b169d1bb3996ea6cab8fed084,f,t
feab4e5ac7dbd04ff049aea661ff2ef2,f,t
feaa054f3e0486342ff57347274726b8,f,t
fea9bc39bec19395a2e9fa9e10d46129,f,f
fea8fa5908a32242926a68d46c233e94,f,f
fea8ddb7f83e0cdfd7d5f8fa36624c4e,f,f
fea7a27680df1003549d913177dfc184,f,t
fea74c1397ba976b6949d3939081e3af,f,t
fea6e0bfd5d896fc6041f7681d3cb4bf,f,f
fea696443e81451238a3c75b10461d71,f,t
fea661d1b25baed4d0a41be4d0705126,f,f
fea6174b88612cceb64d79ed7ff3f683,f,t
fea5cac145e648abfdbb9c0c48c49b2f,f,f
fea3d01ee2a792c474da1aa1e589e3cf,t,t
fea2e3a0a695f1a3e2b56f295366d607,f,f
fea29dabe86b816b14e5e52c55a194ba,f,t
fea28432d1b742933e0b3f51b39da48b,f,f
fea218c5fff745afb1c36cc5129a8c92,f,t
fea0f7526ac3911692650e6377cffc65,f,f
fea088d57df412955f3011485f152db5,f,t
fea04dc4a65a387fb43797b77035726e,f,t
fea04257f9b67fb73a96b7c684350e81,f,t
fea032a10c31220274f56dacd44c54e0,f,t
fe9f95426d65a6de07df92120f7b936f,f,t
fe9eabb5819b487f40b1f335501b1d54,f,t
fe9d2719a872658ed5507593a7472c36,f,f
fe9c745cf1a6f818c070f0d2a0729c43,f,f
fe9be0c4a6684f241f872b869501c50d,f,t
fe9b09fa0d374af654856dac2af89030,f,t
fe99323afe86bc21cc7be4b63eca7d80,f,t
fe98f28eaa6e1efde3ac74148299234f,f,t
fe988abab44d0332954c5269dfe80f0c,f,t
fe98444d45db7d72addc7a950cdb5ea8,f,t
fe97a911d7aa505ab54177d1f872024a,f,f
fe972ad414ab713917dd32a77dc8ce80,f,t
fe947ae8659856f6a53c643948d0ad11,f,t
fe9362abfdd5a217a85b99cd1db02537,f,f
fe9200dd6e5f3d62b8f13a021b6e1472,f,t
fe91f49868d1669e4c98f40fdb6819e4,f,t
fe911bb55cfd3859cab91a1e64fe9c93,f,t
fe904f206db980bc3d3ad0a50ce7756a,f,t
fe8fc7c394b34435758e8a2fba87fa30,f,t
fe8f8fa4150957e9335cebe10536b538,f,t
fe8ec0c9f841fc2a2e9c53024ecb020f,f,f
fe8e5bdf3dfc4d1adb98f8006a5566e8,f,t
fe8cb67f60e6a9c9ecf4ec52d636fec9,f,t
fe8bdef1f30b5e197e28bd8a5a39d41d,f,t
fe8bc6ec6945ea61bdd498d152546284,f,t
fe87f5b8898e85fcf2b233f0fb587b48,t,t
fe868e0b950c2289398e298ae503b48b,f,t
fe859425af7e88ac3bee7f906d956051,f,f
fe851bc2830bc76637c18f138d64d157,f,f
fe83722602db09b6e18e6a7f0a45ad4f,f,t
fe8171490c5db74ef9a89ab08e398c0f,f,t
fe7fd35e2c3454616fa9a3e95b1da0f3,f,t
fe7fc142d415c7ec7fe1c77ba5908df7,f,t
fe7f9ad5e9955e8abbe39aa34f2b16ef,f,t
fe7e53e93ee4c7922ed77c723f3ee6a8,f,t
fe7e4208f52d49fc96dd16fa9e5e340d,f,t
fe7d02b536f9c3d45b495374c9abb9bf,f,f
fe7af3dd2f62c57ea6baadcfbf94af9e,f,f
fe7a61da4d1bd4ab0dc86d6f85c51cb9,f,t
fe797a3aa258af5a1efda34bdeb16eac,f,f
fe78afe06bcb447b0abd5aba99a612ee,f,t
fe780941dfebe0826203d90c538961d6,f,t
fe763ebd298632a55c00e2d1fda6502a,f,t
fe75f3f8b4ab5d1c16783bded266d460,f,t
fe74af8a48576151e271d32fa612452a,f,t
fe72d8f3a2c48121c9cf3e9e0e1ae962,f,t
fe722a2c96738bdfb6263ccd24211420,f,t
fe7148d48a3211c021718c9f5d8b1c9c,f,f
fe6fbd92acff84adc2e12720fdf71d9f,f,t
fe6f942938c95ca03597790aa60133fb,f,t
fe6f701fe3ae3eaeb38ec5dcd1bf9b06,f,t
fe6f137ae9a2ba946bd37c93607b8e87,f,f
fe6ece14157dab0db30e14d52aaa221e,f,t
fe6c681da7d3170d5e7c8a83ffbddc9c,f,t
fe6b4130dd80ee9f921d3c09edc3ce85,f,f
fe6a881fe77c29f8a3ad29f4e3570013,f,t
fe686e203f6944003cac31eaf30ce7b8,t,t
fe6864bf1b25583ff7ca136e9befe858,f,f
fe67d3222b6190c1b0dce5285f7a44b6,f,f
fe67c19e61fbd4bf2b7d8c14f43b73b8,f,t
fe67ba50ac66b293c7543e5b6dc7003b,f,t
fe66e5ac1ce5b7b0b549bf520ffd4672,f,t
fe66967811e7bb43201c8286cd7a0dc5,f,t
fe65ec2514a4aa6e946cd369846b38c5,f,t
fe65a81618d42f524a7dd2c3edb0eca4,f,t
fe6557cc2cb7edd55db2bfba68867364,f,t
fe64a6900b0f56e06d3a14d389054de0,f,f
fe6464c28ad36baa95244e16b655f85a,f,f
fe61f4a8047676b507ed2ec5d1fa3d85,f,f
fe61b67d10f282d01a5b25e50d68d806,f,t
fe617ca9ccf7de3bd3f1c1458188bb85,t,t
fe6161e740e6145833e34a86d0c7d453,f,t
fe60de77f31b6be0fd18cf5adc956201,f,f
fe607c447d8151762a3151722de57e27,f,t
fe60288ff930d83e3c99fd347af05ccc,f,t
fe60115c0d62ec299c144e5cfd7cef9d,f,t
fe5f85c25ab012fb2d119fd21aeb3fad,f,t
fe5f6a0bb63a0d96c63903b7878bc642,f,t
fe5e7dc9c726408c241ff90d68eb9c75,f,t
fe5e7cbfc8432849dda130603a407b03,t,t
fe5e1c050fc102f07a34fadedeb9b805,f,t
fe5d9afa96bfff2c2d254bfd066c7f89,f,t
fe5c18ebad6eb6c74307e7ae3b7c3fce,f,t
fe5b7e587a5dcd84ffe8a9fe9c677576,f,t
fe5aba03cd432f631682e0a97834873a,f,f
fe5a2b5056ef22305f4facf69930d2b9,f,t
fe582c46dfb8718c4577273daabc7d14,f,t
fe57c1abc873b7d7fadb45a886fd4fb6,t,t
fe573e857a318fa63547a827120ee57e,f,t
fe56a2f9b35ed249acc37f307cd1196d,f,t
fe56387236312e6976f27b0449ebc1d9,f,t
fe54fd06ea268485ceca2a072f1d3754,f,t
fe542dc905d90326d41d3e7defab1907,f,t
fe53df0ab9117b55aad894ace2cba0ae,f,f
fe4e4b7c3a19edb246d88dc08309af5a,f,t
fe4be851a39bef11074c98779d1149fa,f,t
fe499c150d4ae9793fee7e148d7eea25,f,t
fe498af649fb22b3f401c6c1dc08eb2d,f,t
fe492967df6db8b2061acd59452a6587,f,t
fe480c348162dcb82e3f32e2010fe7b8,f,t
fe47eb3890e2dc8a6a15d5284389ad91,f,t
fe465622e15dc786643472a8b2b5b774,f,f
fe4653280ca58f3cc82f4318b855fe36,f,t
fe45bd35ccbd0a34329ab1c91e41d208,f,t
fe44894d096a377c60b7976bd1257ec0,f,t
fe444fde2a257f4774828d534d6dc83c,f,t
fe4437d288ea86e4a22c3e9bf4247232,f,t
fe43ef28a2adfc054d82c0c383b1adcb,f,t
fe4271fa40e37da3b61f8d005a80c706,f,t
fe4256a946516fcdef4b7281d2c11069,f,t
fe41d2e85114fc3d41813b70925c1564,f,t
fe40a0ddb1e203d80855f49ef57e5d54,f,t
fe402c478a87236860648d7ff2dfc130,f,t
